Protein,A1,A2,A3,A4,A5,A6,A7,A8,B9,B10,B11,B12,B13,B14,B15,B16
Naa40,0.0,38416.26953125,25685.638671875,0.0,0.0,0.0,0.0,39770.703125,41098.09375,42314.06640625,36794.1875,37916.8203125,58020.4296875,48821.28515625,68251.5703125,50325.38671875
Naa50,261354.640625,284859.46875,269720.25,745718.25,387603.96875,242935.859375,324424.90625,206241.15625,266185.3125,243823.140625,228268.34375,222058.515625,232306.546875,218005.15625,221102.03125,266410.875
Naaa,63979.9609375,30886.30078125,40708.0546875,47020.60546875,113935.0390625,57598.54296875,67087.0703125,58435.15234375,116869.4375,173522.96875,106177.65625,92505.421875,379987.96875,268149.8125,171002.296875,121395.328125
Nabp1,55773.34375,40880.81640625,68622.6015625,37733.78515625,53109.390625,81326.5625,61086.62890625,64385.16796875,61984.52734375,95444.09375,90890.9609375,63918.734375,98436.1640625,98600.2421875,98660.7734375,96862.7890625
Naca,1417940.625,1117340.875,1323237.25,303745.625,672085.0625,1021169.5,861422.625,944844.625,999262.9375,1073300.5,1032490.375,881545.5,1024147.4375,927464.25,1157860.625,1005278.5625
Nacc1,69514.203125,32589.974609375,96851.1015625,28380.330078125,39232.203125,80974.234375,12543.650390625,30861.283203125,36776.09375,40040.30078125,25839.216796875,34618.5546875,26633.98046875,58389.3203125,46404.9453125,30220.98828125
Nadk,59365.4609375,35923.33203125,48274.00390625,72221.21875,34692.43359375,40584.2734375,35997.1484375,27783.873046875,200769.515625,187945.875,234328.015625,202537.6875,166859.546875,178980.015625,135311.75,209186.734375
Nadk2,717749.0625,804885.875,686642.4375,976004.125,1282727.625,762167.75,791010.0,846935.4375,770356.9375,798824.3125,904576.25,738521.3125,752838.3125,757600.25,688514.5,773972.0
Nadsyn1,179869.59375,176715.296875,15703.263671875,0.0,0.0,43624.09375,41926.13671875,54486.3515625,24476.19921875,58302.71875,45561.40234375,33251.3359375,49904.44921875,46853.0390625,65525.76953125,59645.3359375
Nae1,383429.4375,360580.84375,342449.4375,373607.875,332676.90625,296626.1875,252764.328125,244817.25,297229.3125,314377.875,332300.46875,292184.0,260933.828125,274243.09375,317395.375,293059.78125
Naga,1448015.25,1602651.375,1259167.75,1196038.125,2460485.25,1526580.375,1890116.5,1521812.875,2064678.625,2256364.5,1697681.5,1564784.0,3005738.5,2079648.25,2755289.25,2066409.625
Nagk,421880.8125,450299.90625,560523.0,487055.0625,569310.375,480817.0,500638.84375,448372.875,423689.0625,553312.5,544226.5625,425964.40625,538735.9375,504892.96875,502808.28125,535531.0625
Nampt,1281737.5,1187516.125,1307997.75,1616306.625,1648210.5,1023984.0625,1173697.125,1181394.5,1280941.125,1126207.375,1168567.125,1296731.5,1106831.0,1113927.25,1227354.125,1109402.0
0p,54184.1328125,32509.287109375,11940.5107421875,0.0,0.0,53256.02734375,53464.6171875,50256.99609375,61204.3515625,70895.265625,71608.7265625,48879.99609375,47451.3828125,53395.0546875,38819.43359375,14873.984375
0s,753472.625,859097.75,948278.6875,1125388.5,1293659.25,765607.6875,1082311.5,849907.75,836682.5,783306.8125,647500.5625,734492.75,741434.0,780714.125,763052.125,718577.75
Nap1l1,245019.59375,227011.96875,255866.859375,153551.3125,224486.609375,239820.734375,290060.96875,241190.5625,261614.0,303686.25,284543.15625,255732.609375,295005.75,251413.4375,265948.96875,266350.03125
Nap1l4,2017231.75,1397734.25,1823139.375,1716072.625,1406965.625,1260465.375,1236964.5,1307419.0,1305105.375,1594932.125,1583281.375,1332421.25,1480198.375,1428800.5,1524084.75,1428611.5
Napa,474529.5625,431425.59375,427348.6875,187383.296875,694525.5625,429882.28125,633586.8125,457193.0,464400.71875,504978.53125,385819.5,497652.0,661157.125,538717.1875,501289.21875,484862.34375
Napb,0.0,1384.70593261718,0.0,0.0,1861.79370117187,0.0,0.0,0.0,0.0,501.657165527343,558.588012695312,175.912963867187,0.0,4136.43896484375,0.0,0.0
Napepld,0.0,0.0,23377.369140625,0.0,164332.234375,38680.75390625,86560.90625,63039.19921875,51590.8359375,65232.68359375,55136.69921875,43175.40234375,68408.453125,77447.4453125,84109.21875,90794.484375
Napg,190107.25,101878.125,130780.75,153140.65625,210649.609375,171191.625,185847.296875,176083.28125,188111.5625,194837.03125,149676.0,174775.4375,300194.46875,240908.71875,252234.46875,242249.578125
Naprt,570941.4375,539311.75,670092.6875,1097473.875,669068.8125,562341.3125,604173.1875,507547.71875,632944.625,549818.9375,564176.4375,580662.75,376822.9375,450362.625,421394.8125,487018.6875
Napsa,1596139.0,1940635.125,1655997.0,2500487.5,1047934.0,2497118.5,1986714.875,1485312.875,1261632.0,1256744.625,1043378.125,1162503.375,1611394.375,1745285.0,1193102.375,1239424.375
NARS1,1545756.75,1862484.375,1286120.0,1358992.0,1853763.875,1438520.625,1682281.875,1513667.625,1718079.75,1494572.25,1454177.5,1436991.0,1381666.75,1181761.0,1474016.75,1433419.75
Nars2,90633.125,94539.0,56518.3359375,309719.1875,447700.4375,65427.79296875,82827.46875,93502.796875,68684.640625,67346.6875,59599.11328125,76823.28125,58923.37890625,46815.55078125,67668.4453125,54842.484375
Nasp,146385.234375,150215.1875,105176.1796875,116520.171875,95322.6171875,86446.46875,106367.421875,88002.5625,87084.5,53083.26953125,71603.3203125,75325.125,125286.1328125,86524.953125,75170.2421875,64826.7109375
Nat2,220960.328125,220879.6875,177945.34375,276209.8125,301557.875,165585.921875,173470.03125,169033.46875,159429.359375,173197.96875,160166.796875,151511.40625,167683.53125,155882.96875,196977.65625,156025.453125
Nat9,57593.13671875,76629.546875,43875.1484375,37451.27734375,0.0,61034.7109375,36761.6875,35184.94140625,47482.4453125,47645.80078125,47797.66015625,30618.705078125,52499.57421875,31972.802734375,45875.22265625,42998.3828125
Naxd,6939462.5,7245649.5,7833774.0,12018380.0,15095620.0,6989105.0,9090270.0,8691982.0,6570683.0,7205504.5,6615848.5,6264453.5,7519960.5,5299654.0,6996136.5,6171779.5
Naxe,4757743.5,4480072.5,4859424.0,5314067.0,5394992.5,5087942.5,4492183.0,4608876.0,4078010.0,3973018.75,4762123.5,3762479.75,4164094.25,4009448.25,4598130.5,4446042.0
Nbea,124318.0,75343.859375,112699.2734375,158901.71875,119349.4921875,78948.3671875,73908.8125,75100.8046875,76664.34375,83060.046875,97507.9609375,80803.6171875,73618.28125,75905.3671875,74278.5625,86311.4296875
Nbeal2,20397.060546875,8999.92578125,19996.87109375,35650.41796875,32016.439453125,21141.298828125,22487.126953125,17621.86328125,19615.009765625,26297.59375,22386.80859375,21098.431640625,30256.205078125,33520.42578125,27067.68359375,24606.59765625
Ncaph,0.0,0.0,0.0,59193.8671875,0.0,19867.423828125,0.0,28090.458984375,53228.046875,53275.55859375,25543.54296875,21415.6328125,0.0,13623.115234375,20850.724609375,6584.39892578125
Ncbp1,171736.8125,136961.921875,158924.078125,68092.09375,71976.7578125,151155.1875,138187.015625,157637.8125,160942.71875,191824.546875,177784.703125,163410.1875,178392.796875,191031.140625,194996.40625,193965.0625
Ncbp2,51161.515625,51757.78125,69350.3515625,153340.078125,92165.578125,31752.634765625,20323.361328125,35808.02734375,36528.16015625,46363.83984375,46129.53515625,38969.32421875,47889.46484375,50507.953125,71650.5703125,44440.19921875
Ncbp3,46335.02734375,0.0,30170.396484375,40103.75390625,35310.69921875,21634.427734375,25368.876953125,23477.318359375,13060.2216796875,12621.875,20985.783203125,9241.6708984375,13554.2880859375,11220.2294921875,23715.556640625,10541.458984375
Ncdn,84645.1484375,91204.296875,79764.515625,49704.46875,48428.3671875,69169.3203125,61219.3984375,54495.1796875,51937.9375,72539.1328125,70497.4765625,61577.0859375,43427.95703125,54290.1796875,45921.21875,59151.24609375
Nceh1,1314794.75,1372570.75,988095.1875,1547231.625,1717659.0,1191473.0,1407970.25,1380272.125,839962.0,941739.0,834530.25,971606.5625,1262502.0,1190346.5,933387.375,1096349.125
Ncf1,0.0,39613.5234375,14342.259765625,0.0,0.0,0.0,102405.5625,0.0,32821.00390625,39046.41796875,26020.546875,22079.62109375,97742.109375,111604.34375,21935.65234375,33651.640625
Ncf2,0.0,0.0,0.0,0.0,0.0,0.0,71797.5546875,0.0,73083.0546875,7771.24951171875,0.0,0.0,140557.453125,135880.640625,0.0,0.0
Ncf4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49778.26171875,35613.45703125,0.0,0.0
Nck1,76083.5703125,88071.4453125,81896.859375,36022.796875,24284.837890625,81540.984375,63340.2265625,63176.5390625,80354.53125,86936.21875,94466.09375,72417.7265625,78960.0859375,71370.6328125,73844.40625,74598.3671875
Nck2,77659.078125,78370.5078125,106036.7421875,103588.1796875,80150.546875,91299.984375,71583.3125,84120.609375,69732.3671875,68434.609375,66828.4453125,65851.0859375,64764.078125,63152.703125,75131.7734375,74486.3359375
Nckap1,162057.4375,143174.75,153053.703125,274112.78125,174375.40625,124186.4765625,146054.375,140582.28125,140873.40625,157773.453125,166134.140625,146716.90625,163273.53125,143198.984375,161705.734375,156047.15625
Nckap1l,198609.484375,91946.5,0.0,302471.71875,271937.3125,127350.703125,416366.84375,397798.9375,253843.578125,487354.375,182777.90625,109271.640625,84079.3671875,233555.984375,53019.00390625,71772.859375
Nckipsd,20315.775390625,40847.0234375,42532.8671875,0.0,0.0,41415.8046875,23597.521484375,45457.4375,27095.46875,31238.017578125,24915.94140625,30020.072265625,30219.75,25838.94140625,23080.32421875,32419.63671875
Ncl,5401585.0,4002318.5,4275908.0,3251060.75,3558105.5,3479747.5,3667930.5,3691993.75,3528878.25,3498242.25,3868434.0,3733380.5,3830513.0,3879611.25,3940105.5,3442266.75
Ncln,89888.5546875,144449.546875,90627.28125,218992.703125,433398.28125,77407.8984375,183466.5,90683.84375,96453.03125,139526.0,81507.4140625,136489.125,154713.703125,169601.515625,97343.1640625,107016.7734375
Ncoa1,127686.2578125,67288.1953125,47849.94921875,73886.640625,45886.1484375,62051.70703125,50404.65234375,42210.5625,33654.15234375,42261.4140625,44839.34375,42353.00390625,43349.33984375,42675.77734375,30969.259765625,49367.296875
Ncoa2,0.0,130172.8828125,62353.375,50368.3359375,27156.462890625,63311.8046875,43695.765625,53144.515625,32202.5703125,37142.0,43606.49609375,43770.72265625,31893.04296875,33234.7109375,30497.1875,27423.623046875
Ncoa5,60335.59375,90971.9609375,77370.84375,67874.8671875,94490.3515625,85560.2734375,65830.578125,69366.7734375,66490.3515625,78993.25,53561.1015625,59011.45703125,66578.6171875,57933.03125,54855.4921875,54441.17578125
Ncoa7,81542.53125,166440.515625,43767.1171875,96456.9375,34767.43359375,73143.203125,36997.22265625,0.0,43169.0,40484.94921875,27327.0,41479.73046875,19036.41796875,34439.12890625,29023.93359375,37417.9140625
Ncor1,24881.69140625,20527.201171875,24942.705078125,15688.0185546875,0.0,10015.7529296875,0.0,12429.44140625,10841.1943359375,15556.412109375,19286.802734375,17184.31640625,16093.181640625,14428.859375,12940.5546875,9915.6455078125
Ncor2,0.0,0.0,0.0,0.0,0.0,0.0,10429.7294921875,5595.83203125,0.0,7730.94873046875,14794.689453125,9467.896484375,9338.2626953125,6931.6171875,6134.2802734375,13617.3037109375
Ncs1,33026.3359375,0.0,0.0,0.0,0.0,23532.40625,6969.3720703125,18289.390625,14021.376953125,33860.40625,16720.634765625,14850.654296875,39906.59765625,24861.751953125,36153.0390625,35631.90625
Ncstn,185874.75,161780.84375,120200.2578125,342660.375,540024.75,97937.453125,168405.953125,110964.3515625,179757.78125,150334.796875,119990.1875,167453.046875,207362.828125,160166.4375,127059.96875,115378.4375
Ndrg3,108961.3125,117585.3671875,114493.875,0.0,47243.69921875,101460.6953125,102328.3984375,102790.8828125,82838.1484375,69534.265625,59846.64453125,95767.8125,83835.796875,72321.046875,61639.41796875,78818.640625
Ndufa1,0.0,0.0,0.0,0.0,0.0,0.0,89348.046875,0.0,0.0,0.0,36088.5703125,122799.4375,29463.322265625,113342.3125,25854.787109375,65295.89453125
Ndufa10,46988.03125,171054.25,134461.015625,158449.4375,358777.5,82051.9921875,148623.984375,92186.140625,120962.9296875,134183.265625,81504.2578125,244546.234375,133221.90625,156559.40625,112238.28125,112416.78125
Ndufa11,0.0,73534.265625,239002.265625,67094.2578125,194767.421875,33926.3671875,59715.84375,51441.33984375,54076.3203125,91026.40625,53347.80859375,165272.390625,73938.3359375,93807.40625,67520.03125,62785.671875
Ndufa12,13914.40625,43347.0,0.0,36096.98046875,122243.7734375,28071.873046875,30466.580078125,34881.7265625,45938.09765625,47934.92578125,42370.69921875,97247.8671875,56750.46484375,62855.91015625,56711.78125,47317.23828125
Ndufa13,33457.74609375,131312.015625,130061.8125,108947.8046875,551218.25,72242.1328125,108913.21875,65157.6484375,99126.875,123174.5,95887.171875,270194.4375,118760.0234375,152322.859375,85705.2109375,99634.7578125
Ndufa4,266427.0625,1098778.375,742911.5,505975.875,2955131.0,428444.6875,1412519.125,793987.0625,665969.6875,816672.6875,591507.25,1134514.5,1354488.375,884519.8125,983945.0625,1103817.875
Ndufa5,0.0,473348.6875,0.0,273134.46875,296542.9375,186403.90625,153596.109375,200327.421875,155538.796875,160228.96875,130822.5390625,165679.671875,185078.4375,206354.5625,147677.640625,160577.9375
Ndufa6,70879.875,95262.6015625,88677.28125,95047.40625,188125.71875,82099.234375,87155.2734375,118001.59375,96380.4453125,100708.65625,88929.84375,148485.34375,83373.875,130369.7421875,78692.0859375,99529.0390625
Ndufa7,0.0,0.0,0.0,0.0,8434.169921875,0.0,0.0,0.0,0.0,15117.2958984375,0.0,5337.7421875,0.0,0.0,0.0,5798.35302734375
Ndufa8,0.0,9082.4267578125,0.0,19961.84375,92819.078125,0.0,0.0,6292.09423828125,13450.3193359375,23744.06640625,14601.4296875,43657.1328125,41008.60546875,10848.966796875,16213.884765625,20226.8359375
Ndufa9,46623.234375,213958.703125,114565.40625,193728.96875,450175.40625,115301.1171875,173555.1875,148423.25,173176.8125,191539.421875,118730.4765625,270773.15625,178057.609375,152801.0,131670.359375,149903.046875
Ndufab1,0.0,0.0,171664.453125,0.0,0.0,102874.484375,71183.4765625,142143.40625,230650.625,333874.875,474254.5,200832.609375,299268.9375,242844.703125,209027.015625,264037.46875
Ndufaf2,120691.71875,156591.140625,151766.0625,464350.46875,513959.6875,161592.296875,160900.453125,120930.2109375,103398.609375,119743.5390625,93759.609375,116034.6953125,172846.828125,181502.328125,146547.453125,174212.0
Ndufaf3,0.0,0.0,0.0,33867.74609375,107778.6171875,47373.6015625,70932.25,66351.7578125,53417.28515625,44181.75,47151.8984375,65682.6953125,58888.5859375,85028.4140625,69197.484375,39812.37890625
Ndufaf4,0.0,15667.3671875,28168.427734375,11868.2060546875,0.0,10245.66796875,49324.33203125,19149.365234375,0.0,28283.13671875,23416.763671875,28159.771484375,33768.19921875,43720.890625,13736.3369140625,27736.912109375
Ndufaf5,93811.3984375,126494.375,126854.9765625,145812.390625,184508.96875,126771.34375,97347.9609375,156785.078125,101267.2421875,109816.4375,97973.96875,91091.6640625,113690.2265625,116558.3046875,104395.2734375,118596.2265625
Ndufaf7,250610.078125,308415.3125,262318.8125,337965.25,497198.625,334026.34375,378234.03125,373273.03125,359982.09375,411558.21875,354787.6875,320025.40625,410066.5625,307115.5625,378609.90625,376205.21875
Ndufb1,0.0,29622.6171875,25602.232421875,3663.08471679687,66759.5,11332.59765625,14949.3935546875,3781.39013671875,11142.1416015625,17488.73828125,12551.388671875,14265.21484375,13621.5478515625,13245.7333984375,9148.06640625,6758.7490234375
Ndufb10,0.0,16796.62109375,11573.01171875,15300.6376953125,39974.98046875,7537.42822265625,21981.892578125,6143.5166015625,13523.5498046875,11982.6455078125,12366.66796875,35108.5546875,19014.125,18303.859375,6265.669921875,10222.115234375
Ndufb11,13437.513671875,188476.71875,47508.953125,65512.78515625,239310.953125,21912.10546875,51931.88671875,0.0,26584.537109375,55879.26171875,40025.2109375,101733.4609375,58259.3984375,52617.41015625,30870.68359375,54471.28515625
Ndufb3,0.0,107732.75,255933.90625,0.0,430562.21875,0.0,106253.390625,0.0,138903.28125,182950.984375,109513.8828125,244785.90625,178169.4375,115276.65625,94014.125,119110.5390625
Ndufb4,10002.7177734375,74473.0703125,65401.39453125,100905.3046875,297841.9375,18584.03125,78035.703125,27700.693359375,49595.3359375,64660.23046875,48886.8671875,143447.78125,63659.4921875,111165.2578125,14864.103515625,46477.50390625
Ndufb5,0.0,120574.40625,33267.16015625,179043.453125,826781.9375,83399.15625,192364.3125,107677.6953125,117611.5703125,109360.515625,63627.19921875,252892.328125,72695.6796875,142263.8125,65194.21875,80582.5859375
Ndufb6,43159.58984375,48602.90625,57362.73046875,0.0,134548.125,26579.765625,70819.40625,22918.482421875,44561.34375,76736.9765625,60723.4296875,159809.390625,70921.546875,99297.96875,64227.48046875,65692.484375
Ndufb8,0.0,0.0,0.0,0.0,132824.0,0.0,29048.40625,12742.056640625,17625.88671875,32707.626953125,16376.4384765625,57366.07421875,24519.1484375,25513.162109375,15519.3271484375,23471.34375
Ndufb9,19550.412109375,18888.931640625,44724.3671875,56296.7734375,332963.4375,53148.03125,57137.62109375,27189.115234375,44618.65625,53825.7109375,52704.7734375,100622.671875,43567.76171875,68641.0,27684.32421875,42700.0703125
Ndufc2,0.0,83654.0703125,203045.234375,117600.875,454314.0625,79237.3671875,169591.328125,128098.4375,146260.140625,183356.65625,84779.1484375,278457.09375,205560.421875,161737.421875,94246.2265625,96038.1328125
Ndufs1,62769.94140625,202195.5625,183481.46875,139472.171875,401953.75,99575.546875,119972.6953125,101057.0546875,107336.921875,143941.078125,100709.40625,303866.34375,128293.765625,157551.890625,74504.4375,110842.453125
Ndufs2,55632.01953125,99424.046875,98653.0625,109204.7890625,341424.375,72628.4765625,135410.609375,83743.6015625,112758.78125,141039.359375,113998.3828125,245778.078125,143855.53125,171471.734375,112649.359375,118949.5546875
